reviewid,reviewtext,sentiment
73,北海公园现在的荷花开得正好，北海公园只能从南门或北门进，需要提前一天在网站上预约，凭借着公园年票可以直接报，需要出示健康宝啊，在荷花嗯白塔下面开的比较广泛，映衬着白塔照的很漂亮。,2
74,北海公园位于北京城的中心，是中国现存历史上 建园最早、保存最完整、文化沉积最深厚的古典皇家园林。  ·公园以北海为中心，分为“北岸景区”“东岸景区”“琼岛景区”和“团城景区”四大区域。,1
75,每隔一段时间在北海公园内走一走，转一转，每次都有不同的感受，园内景色优美，碧波荡漾，北海白塔，琼岛春阴，皇家园林，古迹景点众多，历史悠久，名不虚传。,2
76,八达岭长城雄伟壮丽，建筑宏大，索道快速方便，远景优美，城墙上烽火台威武。十三陵庄严肃穆，餐食富有特色，丰盛可口，尤其是十三陵水库鲟鱼鲜美可口。大宫门和鸟巢充分体现建筑美学导游与司机服务热情周到，景点介绍细致，服务体验好。,2
77,北海公园是老北京城内最值得去的景点。琼岛是北海公园的标志。提起北海，就想起了《让我们荡起双桨》的优美旋律。北海公园是最值得去的。,2
78,北海公园最著名的就是白塔了。 白塔位于琼华岛的中心，建于清顺治八年年)，是北海公园最显著的建筑。它是藏式喇嘛塔，高米，由塔基、塔身、宝顶三部分组成，里面藏有舍利子，在蓝天的映衬下，高耸入云的白塔显得格外端庄秀美，是北海公园的象征。 今天特别要说的，是北海公园的大鲤鱼，真的很肥很大，吸引好多游人观赏。,2
79,北海公园是北京最皇家范儿的公园之一了，公园内的景点太多了，最著名的景点就是白塔，九龙壁等等，其实，北海公园近年来，又开放了不少景点，如果完整的游览北海公园，一天时间都有些紧张，要安排四点前把内部景点游完，因为四点有些园子就闭馆了。然后再游外围景点，北海公园的夜景也不错哦。,2
80,疫情期间，北海公园是一直开放的。到了五一前，因为人逐渐增加，开始了预约制。一开门，就从景山公园那个门冲进来，就能拍到图一的美景。,2
81,北海公园是北京非常有名的地方，里面有大面积的湖泊，还有很多花草，空气非常好，很多当地百姓都会去里面散步，还挺不错的，推荐一下。,2
82,北海公园在童年时期给我留下美好的印象，一群天真烂漫的孩子，荡舟在北海的湖上，在碧波荡漾的湖上，飘荡着孩子们的歌声，令人无限向往。,2
83,北海的永安寺是全国仅有的修在皇城内的大型寺庙，在北海公园的琼岛上，虽然相对高度并不高，但是建造者巧妙地建造了超长大坡度台阶，营造了一种仰望的情景。可以看见景山。,2
84,北海公园是北京最漂亮的公园，琼岛是北海最漂亮的景点，由于位于皇城内，琼岛上的永安寺是全国为数不多的用黄色琉璃瓦拼图方式修建的屋顶。,2
85,三伏天，天气燥热，昨日刚下完雨，想着趁休息日去 北海 公园看荷花。从 北海 公园南门入园，即能看见白塔前盛开的满湖荷花。我一路走来一路拍。,2
86,我对北海公园的记忆仅限于白塔、九龙壁五龙亭团城等，北海公园是中国现存最古老、最完整、最具综合性和代表性的皇家园林之一。参观琼岛上的永安寺和登白塔远眺京城全景。,2
87,北海公园是非京籍人士成长中的梦想，让我们荡起双桨勾起几代人对北京的向往，以及无穷的奋斗目标，到了北京才发现北京更漂亮，那种优越感与生俱有。,2
88,北海公园位于北京城市的中心区域，是明清以来皇城中的重要组成部分，这里开阔的水面，众多的亭台楼阁，是皇家在炎炎夏日里享受到清凉。,2
89,北海公园位于北京市中心区，城内景山西侧，在故宫的西北面，与中海、南海合称三海，属于中国古代皇家园林。北海是中国历史园林的艺术杰作。全园以北海为中心，水面占583市亩，面积约71公顷，陆地占480市亩。北海因‘让我们荡起双桨‘’’闻名全国。,1
90,北海古城太液池，从辽金时期就辟为皇家专用，经过辽金元明清的发展，这里水面开阔，垂柳护岸，亭台楼阁一应俱全，现在是公园，人们可以自由游玩。,2
91,北海公园，由北海，团城和琼岛组成。琼岛上有一个永安寺，在琼岛顶部建有一个永安塔，也就是人们常见的白塔，她也是北海公园的重要标志之一。,1
92,北海公园是皇家园林公园，是北京最具代表性的景点。公园风景秀丽，景点众多，一年四季都适合旅游观光。游览时间，满满一天都紧张，所以，一定合理安排时间。南门琼岛是最靓景点，西北部景点多多。夜景也不错哦。,2
93,天气☁️是那么的给力，这样的天气不出门游玩，简直是太浪费了，为了不辜负这美好的春光，穿戴整齐旅游去，欣赏一下这大好的景色。,2
94,这个公园是北京的代表性景点之一，如果是第1次到北京游来，建议去看一下。公园的面积当然并不是特别大，但是特别有代表性。很有典型的北京风格。,2
95,冬天来北京游玩其实很不错～人不多～拍照起来各种顺！各个公园看起来像极了抽象的山水油画～ 有幸安排上时间来逛逛冬日结冰的北海公园，很美很美～公园面积很大，绕一圈再去永安寺拜拜，爬梯看顶上的白塔～登高望远～萧条的季节也有它一番独特的魅力,2
96,去北海公园一定要划一次鸭子船呀！太好玩儿啦！北海公园门票很便宜，性价比超高，公园很大，景色宜人，很多历史文化在里面都能体现出来！,2
97,景山旁的一家大型的皇家园林，可能大家只知道<(｀^´)>，北海公园有一座白塔，却不知道还有什么，最简单的一个，藏有仅存的三座九龙壁其中的一座，而且是双面的。,1
98,让我们荡起双桨，小船儿推开波浪，这是小时候常常唱的一首歌，名字叫《让我们荡起双桨》，荡起双桨的地方，就是北京的北海公园了，北海的湖面还是很开阔的。,2
99,北海公园有著名的北燕京八景琼岛春阴，有广阔的湖泊，是一处保存完好的古老的皇家园林，小西天，九龙壁，五龙亭，静心斋，都是非常美的红墙琉璃瓦的皇家建筑。,2
100,发生疫情的一月内，第三次去北海公园了，从起初的空无一人，到今天的停车场排队，说明大家都有点憋不住啦。楚江水暖鸭先知！,1
101,北海公园是北京市十大公园之一，在清王朝的皇城内，是著名的皇家园林，在北海公园中央是琼华岛，在南面和东面有桥梁与外部相连。琼华岛上有著名的白塔。,1
102,2019年的国庆是我国建国七十周年的大庆，各公园张灯结彩，北海公园也在公园一进门，搭建了龙腾盛世的大型花坛，庆祝我们伟大的中国诞辰七十周年。,2
103,北海公园从辽金时期，就属于皇家园林，在辽，金和元代，因皇宫不在附近，这里是皇家的离宫。从明代起，在北海南面重新规划建设了皇宫-紫禁城。从此这里就划在皇城内里。并从太液池改为北海。,1
104,北海公园古称太液池，在金元时期，这里是皇家离苑，在明清则是皇家园林，经过六百多年的建设，这里亭台楼阁一应俱全，非常漂亮，是京城旅游必到处。,2
105,北海公园是中国历史园林的艺术杰作。全园占地69公顷（其中水面39公顷），主要由琼华岛、东岸、北岸景区组成。琼华岛上树木苍郁，殿宇栉比，亭台楼阁，错落有致，白塔耸立山巅。,2
106,北京今天又下雪了，是疫情之后的第二场雪！以前下雪，我们都是去北海拍白塔，去景山拍故宫。现在去不了了，就看看春天北海公园的美景吧。,1
107,北京市内的公园就是北海公园最有名，因为这个公园是皇家公园，除了山水还有很多亭台楼阁，数不胜数，每当来到这里就会恋恋不舍。,2
108,北海公园是北京五代皇家园林，主景是琼岛白塔，如果要近距离看白塔，就从南门进，游完琼岛，就加紧步伐，在公园西北部有许多景点，下午四点就闭馆了。想着所有景点游玩，就得一天时间。,1
109,"北海同南海，中海，称为三海，联票20元，可以看白塔，从景山过去几分钟就到了，到这个景点最主要当然是白塔啦，当然还有其他的景点，由于时间关系，我只走白塔，不然走完要3个小时，着实累人，如果大家有时间可以走九龙壁，琼岛春阴，等景点。,在去北海的路上，我们经过护城河，这是外面看故宫的一角，不错吧,来到北海，收个10块钱门票，不贵。,里边的摆设有点像城市中心的公园，一般般远处便是白塔,这些应该都是后期建造的,看看北海的一景,此处收费，这是永安寺的入口,抬头一看，简直天梯啊。走不动,又是一处太湖石,站在亭中一处，遥望远方的风景,这只不知道是乌鸦还是什么，站在此处，被我抓拍，显的非常伤感,配上落日,上白塔还要爬楼梯，由于保护文物，所以在两边架设了钢架走廊。,看的我眼花,白塔其实是藏式的一种文化，塔前那座小殿，叫“善因殿”。殿内墙面用455块塑有佛像的琉璃砖镶砌而成,大家会发现前面有几个炮。这是礼炮，塔身有306个洞，是为了通风，和防止里边的木头腐烂，,远方的北京一景,下山时的一处景点,我们不走其他景点，只是静静的坐在一边欣赏落日的到来。,途中发现的一只流浪小猫，又不知道是哪个妃子留下来的。,大家可以按照这个地图游玩。,对南方人而言，山水已经看的太多，所以对这里的风景不会太做留念",1
